0.000000000000000000e+00,-1.479999999999999982e+00,1.850000000000000089e+00,-4.699999999999999734e-01,1.479999999999999982e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.479999999999999982e+00,1.850000000000000089e+00,-4.699999999999999734e-01,1.479999999999999982e+00,0.000000000000000000e+00,-1.908058559552655853e-01,-4.788597996922550060e-02,5.297667703069719458e-02,-6.825026721869742463e-03,-1.898526214349272045e-01,1.912759003320374171e-02
-7.632234238210623863e-03,-1.481915439198769002e+00,1.852119067081227977e+00,-4.702730010688747631e-01,1.472405895142602894e+00,7.651036013281496510e-04,-3.818521766558866104e-01,-8.888047477750293801e-02,9.824904508505261091e-02,-1.298686244376456855e-02,-3.799431826942756274e-01,3.830634098213048927e-02
-1.527408706623546372e-02,-1.483555218991100100e+00,1.853929961803402193e+00,-4.705194744977505561e-01,1.464802272692228957e+00,1.532253639285219727e-03,-3.819879992324318740e-01,-7.500999833050525645e-02,8.278526287637255621e-02,-1.169025008621593642e-02,-3.800755658063148523e-01,3.837634721835189028e-02
-2.291175420750789921e-02,-1.484915839131989213e+00,1.855430477596282879e+00,-4.707406110723234005e-01,1.457202872510350300e+00,2.300157490062225332e-03,-3.814320392843264518e-01,-6.097830915204327518e-02,6.722027450941636673e-02,-1.044745562062687760e-02,-3.795194047121197567e-01,3.838136548343578508e-02
-3.053136863760852124e-02,-1.485994351357181831e+00,1.856618772783778848e+00,-4.709373727225756312e-01,1.449621496503744167e+00,3.067508258622651113e-03,-3.801827285765685960e-01,-4.681348642041616159e-02,5.157247766320871563e-02,-9.246714048688486898e-03,-3.782731604708433615e-01,3.832079929891851061e-02
-3.811906335057064360e-02,-1.486788378588805859e+00,1.857493376702811227e+00,-4.711104796342709400e-01,1.442071946091516566e+00,3.832989462018965808e-03,-3.782416522654807878e-01,-3.254448646510810228e-02,3.586054924304971081e-02,-8.075683289077151272e-03,-3.763384356733456837e-01,3.819429029113200619e-02
-4.566103472822775206e-02,-1.487296130815786155e+00,1.858053194753500836e+00,-4.712604000541387173e-01,1.434567959076810340e+00,4.595279870267931360e-03,-3.756135616067712846e-01,-1.820097069133996825e-02,2.010339071603639560e-02,-6.921583466812375462e-03,-3.737199868087404120e-01,3.800172517051247228e-02
-5.314360581484149637e-02,-1.487516417416459458e+00,1.858297512331452683e+00,-4.713873429729434350e-01,1.427123146619166949e+00,5.353058468839464595e-03,-3.723063516191398858e-01,-3.813123073392876705e-03,4.320071235747180438e-03,-5.771344280579293606e-03,-3.704257016794387791e-01,3.774324084375442478e-02
-6.055328879299334832e-02,-1.487448655738721870e+00,1.858225997602930724e+00,-4.714912538253618890e-01,1.419750931009632788e+00,6.105009504018108282e-03,-3.683310037547831706e-01,1.058854027217726035e-02,-1.147023092689103407e-02,-4.611758084410721992e-03,-3.664665419221890819e-01,3.741922753130746265e-02
